"FONDSID";"FST_FONDSTYPE_NR";"VAL_VALUTACODE";"FONDSNAAM";"NAAM_KORT";"SYMBOOL";"SYMBOOL_LONG";"CFI_CODE";"ISIN";"RECONCILIATIEISIN";"TICKER";"SYMBOLINDEX";"CUISP";"RIC";"BLOOMBERG";"MIC";"EXCANGE_SEGMENT";"EOD_DATETIME";"EXCANGE_NAME";"EXCANGE_TIMEZONE"
"863343";"1050";"USD";"CAD / USD";"CAD / USD";"CADUSD";"CADUSD";"MXXXXX";"";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"863344";"1050";"USD";"CHF / USD";"CHF / USD";"CHFUSD";"CHFUSD";"";"CH0002751649";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"254956";"1000";"EUR";"A5";"A5";"A5";"A5";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"254957";"1000";"EUR";"A6";"A6";"A6";"A6";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"254958";"1000";"EUR";"A11";"A11";"A11";"A11";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"254959";"1000";"EUR";"A12";"A12";"A12";"A12";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"254960";"1000";"EUR";"A13";"A13";"A13";"A13";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"131813";"1000";"EUR";"Euro STOXX50";"Euro STOXX50";"SX5E";"SX5E";"";"EU0009658145";"";"SX5E";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"252293";"1000";"EUR";"A4";"A4";"A4";"A4";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"252292";"1000";"EUR";"A3";"A3";"A3";"A3";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253391";"1000";"EUR";"A16";"A16";"A16";"A16";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"252772";"1000";"EUR";"A7";"A7";"A7";"A7";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"248236";"1000";"USD";"Dow Jones Global exUS Index";"Dow Jones Global exU";"DWX";"DWX";"";"US26064K1117";"";"";"";"";"";"";"XNYS";"NYSE";"7-12-2021 22:00:00";"NYSE";"Eastern Standard Time"
"252865";"1000";"EUR";"A8";"A8";"A8";"A8";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"252907";"1000";"EUR";"A9";"A9";"A9";"A9";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"252287";"1000";"EUR";"A2";"A2";"A2";"A2";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253024";"1000";"EUR";"A10";"A10";"A10";"A10";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253645";"1000";"EUR";"A22";"A22";"A22";"A22";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253646";"1000";"EUR";"A23";"A23";"A23";"A23";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253647";"1000";"EUR";"A24";"A24";"A24";"A24";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253648";"1000";"EUR";"A25";"A25";"A25";"A25";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253649";"1000";"EUR";"A26";"A26";"A26";"A26";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253650";"1000";"EUR";"A27";"A27";"A27";"A27";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253651";"1000";"EUR";"A28";"A28";"A28";"A28";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253652";"1000";"EUR";"A29";"A29";"A29";"A29";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253653";"1000";"EUR";"A30";"A30";"A30";"A30";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253654";"1000";"EUR";"A31";"A31";"A31";"A31";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"252285";"1000";"EUR";"A1";"A1";"A1";"A1";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253362";"1000";"EUR";"A15";"A15";"A15";"A15";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253642";"1000";"EUR";"A19";"A19";"A19";"A19";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"253644";"1000";"EUR";"A21";"A21";"A21";"A21";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"1614800";"1000";"EUR";"mini FTSE MIB future";"mini FTSE MIB future";"MINI.IND";"MINI.IND";"";"";"";"";"";"";"";"";"MTAA";"MTA INTERNATIONAL - GERMAN SHARES";"7-12-2021 17:36:00";"Milan";"W. Europe Standard Time"
"927197";"1000";"EUR";"XNL";"XNL";"XNL";"XNL";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"2573759";"1000";"EUR";"2PX";"2PX";"2PX";"2PX";"";"";"";"";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2573760";"1000";"EUR";"4PX";"4PX";"4PX";"4PX";"";"";"";"";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2573761";"1000";"EUR";"5PX";"5PX";"5PX";"5PX";"";"";"";"";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2139519";"1000";"EUR";"CAC PME";"CAC PME";"CAPME";"CAPME";"";"FR0011710375";"";"CAPME";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2139516";"1000";"EUR";"SBF 120";"SBF 120";"PX4";"PX4";"";"FR0003999481";"";"SBF120";"";"";"";"";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
"2139528";"1000";"JPY";"Nikkei 225 Future";"Nikkei 225 Future";"NIY";"NIY";"";"JP9010C00002";"";"NHA";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"410015";"1050";"TRY";"Turkish New Lira (EUR / TRY)";"EUR / TRY";"EURTRY";"EURTRY";"";"EU000A0C32V9";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"909982";"1000";"EUR";"XNL01";"XNL01";"XNL01";"XNL01";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909983";"1000";"EUR";"XNL02";"XNL02";"XNL02";"XNL02";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909984";"1000";"EUR";"XNL03";"XNL03";"XNL03";"XNL03";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909985";"1000";"EUR";"XNL04";"XNL04";"XNL04";"XNL04";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910052";"1000";"EUR";"XNLW1";"XNLW1";"XNLW1";"XNLW1";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910053";"1000";"EUR";"XNLW2";"XNLW2";"XNLW2";"XNLW2";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910054";"1000";"EUR";"XNLW4";"XNLW4";"XNLW4";"XNLW4";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910056";"1000";"EUR";"XNLW5";"XNLW5";"XNLW5";"XNLW5";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909986";"1000";"EUR";"XNL05";"XNL05";"XNL05";"XNL05";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909987";"1000";"EUR";"XNL06";"XNL06";"XNL06";"XNL06";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909988";"1000";"EUR";"XNL07";"XNL07";"XNL07";"XNL07";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909990";"1000";"EUR";"XNL09";"XNL09";"XNL09";"XNL09";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909991";"1000";"EUR";"XNL10";"XNL10";"XNL10";"XNL10";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909992";"1000";"EUR";"XNL11";"XNL11";"XNL11";"XNL11";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909993";"1000";"EUR";"XNL12";"XNL12";"XNL12";"XNL12";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909994";"1000";"EUR";"XNL13";"XNL13";"XNL13";"XNL13";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909995";"1000";"EUR";"XNL14";"XNL14";"XNL14";"XNL14";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909996";"1000";"EUR";"XNL15";"XNL15";"XNL15";"XNL15";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909997";"1000";"EUR";"XNL16";"XNL16";"XNL16";"XNL16";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909998";"1000";"EUR";"XNL17";"XNL17";"XNL17";"XNL17";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"909999";"1000";"EUR";"XNL18";"XNL18";"XNL18";"XNL18";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910000";"1000";"EUR";"XNL19";"XNL19";"XNL19";"XNL19";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910001";"1000";"EUR";"XNL20";"XNL20";"XNL20";"XNL20";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910002";"1000";"EUR";"XNL21";"XNL21";"XNL21";"XNL21";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"2342414";"1000";"EUR";"STXE 600 Health Care";"STXE 600 Health Care";"SXDP";"SXDP";"";"EU0009658723";"";"SXDP";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"910003";"1000";"EUR";"XNL22";"XNL22";"XNL22";"XNL22";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910004";"1000";"EUR";"XNL23";"XNL23";"XNL23";"XNL23";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910005";"1000";"EUR";"XNL24";"XNL24";"XNL24";"XNL24";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910006";"1000";"EUR";"XNL25";"XNL25";"XNL25";"XNL25";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910007";"1000";"EUR";"XNL26";"XNL26";"XNL26";"XNL26";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910008";"1000";"EUR";"XNL27";"XNL27";"XNL27";"XNL27";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910009";"1000";"EUR";"XNL28";"XNL28";"XNL28";"XNL28";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910010";"1000";"EUR";"XNL29";"XNL29";"XNL29";"XNL29";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910011";"1000";"EUR";"XNL30";"XNL30";"XNL30";"XNL30";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"910012";"1000";"EUR";"XNL31";"XNL31";"XNL31";"XNL31";"";"";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"2354158";"1000";"EUR";"STOXX Europe Small 200";"STOXX Europe Small 2";"YY1T";"YY1T";"";"CH0009107639";"";"YY1T";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"2648368";"1000";"USD";"Dummy Options NDX";"Dummy Options NDX";"NDX";"NDX.US";"";"";"";"";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"2341152";"1000";"EUR";"EURO STOXX Select Dividend 30";"EURO STOXX Select Di";"SD3E";"SD3E";"";"CH0020751589";"";"SX3D";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"2341170";"1000";"EUR";"ESTX 50 Daily Leverage 8";"ESTX 50 Daily Levera";"SX5TDL8";"SX5TDL8";"";"CH0184409685";"";"0A98";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"2341173";"1000";"EUR";"ESTX 50 Daily Leverage 7";"ESTX 50 Daily Levera";"SX5TDL7";"SX5TDL7";"";"CH0184409727";"";"7S0C";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"2341180";"1000";"EUR";"ESTX 50 Daily Leverage 6";"ESTX 50 Daily Levera";"SX5TDL6";"SX5TDL6";"";"CH0184409958";"";"7S02";"";"";"";"";"XEUR";"Eurex Indices";"7-12-2021 17:30:00";"Eurex";"W. Europe Standard Time"
"2341194";"1000";"EUR";"LevDAX x2";"LevDAX x2";"D1AJ";"D1AJ";"";"DE000A0C4B34";"";"D1AJ";"";"";"";"";"XETR";"Frankfurt";"7-12-2021 17:34:59";"Frankfurt";"W. Europe Standard Time"
"2341196";"1000";"EUR";"DAXglobal BRIC";"DAXglobal BRIC";"D1A1";"D1A1";"";"DE000A0C4CK9";"";"D1A1";"";"";"";"";"XETR";"Frankfurt";"7-12-2021 17:34:59";"Frankfurt";"W. Europe Standard Time"
"2341204";"1000";"EUR";"LevDAX x7";"LevDAX x7";"DH59";"DH59";"";"DE000A1EXY36";"";"DH59";"";"";"";"";"XETR";"Frankfurt";"7-12-2021 17:34:59";"Frankfurt";"W. Europe Standard Time"
"2407373";"1000";"EUR";"Long-Term Euro-BTP (FBTP) Cont Future";"Long-Term Euro-BTP (";"10558";"10558";"";"DE000A0ZW3V8";"";"";"";"";"";"";"XEUB";"Eurex Bund";"7-12-2021 22:04:00";"Eurex Bund";"W. Europe Standard Time"
"2407383";"1000";"EUR";"Euro Schatz (FGBS) Cont Future";"Euro Schatz (FGBS) C";"10547";"10547";"";"DE0009652669";"";"";"";"";"";"";"XEUR";"Eurex";"7-12-2021 22:04:00";"Eurex";"W. Europe Standard Time"
"12573";"1000";"USD";"S&P 500 mini future";"S&P 500 mini future";"SP5";"SP5";"";"US78378X1072";"";"SPX";"";"";"";"";"XCME";"Chicago Mercantile";"7-12-2021 22:20:00";"Chicago Mercantile";"Central Standard Time"
"429778";"1050";"ILS";"Israeli Shekel (EUR / ILS)";"EUR / ILS";"EURILS";"EURILS";"";"";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"193486";"1000";"EUR";"OMX Helsinki 25 [D]";"OMX Helsinki 25 [D]";"HEX25";"HEX25";"";"FI0008900212";"";"HEX25";"";"";"";"";"XHEL";"Helsinki";"7-12-2021 17:30:00";"Helsinki";"FLE Standard Time"
"376339";"1050";"DKK";"Danish Krone (EUR / DKK)";"(EUR / DKK)";"EURDKK";"EURDKK";"";"XD0009468360";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"376340";"1050";"GBP";"British Pound (EUR / GBP)";"EUR / GBP";"EURGBP";"EURGBP";"";"EU0009653088";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"1115297";"1050";"USD";"EUR / USD";"US Dollar";"USD.IDX";"USD.IDX";"";"";"EU0009652759";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"376344";"1050";"EUR";"Russian Ruble (EUR / RUB)";"EUR / RUB";"EURRUB";"EURRUB";"";"EU0001458346";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"376347";"1050";"ZAR";"South African Rand (EUR / ZAR)";"EUR / ZAR";"EURZAR";"EURZAR";"";"EU0006169989";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"377372";"1050";"GBP";"GBP / USD";"GBP / USD";"GBPUSD";"GBPUSD";"";"GB0031973075";"";"";"";"";"";"";"-";"ForEx";"7-12-2021 23:59:59";"Indices";"W. Europe Standard Time"
"377375";"1050";"EUR";"USD / EUR";"USD / EUR";"USDEUR";"USDEUR";"";"XC0009666410";"";"";"";"";"";"";"XAMS";"Euronext Amsterdam securities";"7-12-2021 17:40:00";"Euronext Amsterdam securities";"W. Europe Standard Time"
"1115274";"1000";"USD";"EUR / USD";"EUR / USD";"USD.IND";"USD.IND";"";"";"";"";"";"";"";"";"-";"Indices";"7-12-2021 23:00:00";"Indices";"W. Europe Standard Time"
"5319175";"1000";"EUR";"Paris Real Estate Index Cont Future";"Paris Real Estate In";"PARISSQM";"PARISSQM";"";"FR0013379906";"";"PARISSQM";"";"";"";".PARISSQM";"XPAR";"Euronext Paris";"7-12-2021 17:40:00";"Euronext Paris";"W. Europe Standard Time"
